日期,地区,价格,数量,均重
2015-03-29,福建,7.55,5.16,3.18
2015-03-29,贵州,7.68,1.07,5.27
2015-03-29,重庆,7.65,2.29,4.55
2015-03-30,云南,7.01,3.72,4.11
2015-03-30,四川,7.67,5.38,4.9
2015-03-30,安徽,6.29,10.02,3.42
2015-03-30,山东,5.98,2.86,4.15
2015-03-30,广东,7.88,55.37,3.42
2015-03-30,广西,7.66,16.4,4.01
2015-03-30,江苏,6.35,15.05,3.5
2015-03-30,江西,7.24,6.09,3.31
2015-03-30,浙江,6.61,13.69,3.32
2015-03-30,海南,7.22,3.93,3.24
2015-03-30,湖北,6.9,10.58,3.63
2015-03-30,湖南,7.16,7.11,3.6
2015-03-30,福建,7.65,4.49,3.2
2015-03-30,贵州,7.09,1.78,4.31
2015-03-30,重庆,7.6,2.13,4.52
2015-03-31,云南,6.92,3.12,4.24
2015-03-31,四川,7.63,8.47,4.82
2015-03-31,安徽,6.18,10.59,3.51
2015-03-31,山东,5.45,3.56,3.46
2015-03-31,广东,7.63,55.7,3.42
2015-03-31,广西,7.83,17.68,4.02
2015-03-31,江苏,6.27,11.53,3.54
2015-03-31,江西,6.82,6.77,3.4
2015-03-31,浙江,6.53,13.57,3.38
2015-03-31,海南,7.63,3.41,3.14
2015-03-31,湖北,6.72,10.49,3.63
2015-03-31,湖南,6.98,7.63,3.61
2015-03-31,福建,7.7,5,3.19
2015-03-31,贵州,6.92,3.4,4.51
2015-03-31,重庆,7.46,2.48,4.39
2015-04-01,云南,7.09,2.4,4.14
2015-04-01,四川,7.36,7.66,4.65
2015-04-01,安徽,6.34,6.5,3.36
2015-04-01,山东,6,2.64,3.93
2015-04-01,广东,7.45,51.46,3.5
2015-04-01,广西,7.68,17.24,4.02
2015-04-01,江苏,6.23,11.69,3.54
2015-04-01,江西,6.73,8.17,3.22
2015-04-01,浙江,6.57,13.91,3.34
2015-04-01,海南,7.36,2.3,3.25
2015-04-01,湖北,6.8,6.76,3.53
2015-04-01,湖南,7.32,6.43,3.52
2015-04-01,福建,7.89,3.75,3.14
2015-04-01,贵州,7.41,2.58,4.46
2015-04-01,重庆,7.49,1.7,4.34
2015-04-02,云南,6.75,3.75,4.44
2015-04-02,四川,7.51,8.1,4.72
2015-04-02,安徽,5.9,6.66,3.68
2015-04-02,山东,5.96,2.7,4.23
2015-04-02,广东,7.22,63.63,3.52
2015-04-02,广西,7.54,18.91,4.05
2015-04-02,江苏,6.08,14.15,3.67
2015-04-02,江西,6.81,7.27,3.31
2015-04-02,浙江,6.61,13.89,3.41
2015-04-02,海南,7.34,3.05,3.25
2015-04-02,湖北,6.5,8.38,3.76
2015-04-02,湖南,6.84,8.43,3.78
2015-04-02,福建,7.41,3.77,3.2
2015-04-02,贵州,6.77,1.75,4.36
2015-04-02,重庆,7.42,2.57,4.38
2015-04-03,云南,7.1,3.79,4.17
2015-04-03,四川,7.42,6.99,4.79
2015-04-03,安徽,6.31,11.15,3.54
2015-04-03,山东,6.05,2.74,4.1
2015-04-03,广东,7.12,74.26,3.37
2015-04-03,广西,7.14,25.34,4.05
2015-04-03,江苏,6,17.32,3.76
2015-04-03,江西,6.82,6.03,3.23
2015-04-03,浙江,6.39,17.95,3.49
2015-04-03,海南,7.33,3.65,3.11
2015-04-03,湖北,6.44,9.79,3.64
2015-04-03,湖南,6.53,7.79,3.58
2015-04-03,福建,7.16,4.15,3.15
2015-04-03,贵州,7.67,1.88,4.48
2015-04-03,重庆,7.51,2.56,4.45
2015-04-04,云南,6.93,3.62,4.18
2015-04-04,四川,7.37,8.89,4.88
2015-04-04,安徽,6.25,12.08,3.58
2015-04-04,山东,5.95,2.29,4.08
2015-04-04,广东,7.15,84.28,3.38
2015-04-04,广西,7.27,18.95,3.97
2015-04-04,江苏,6.02,19.97,3.7
2015-04-04,江西,7.24,5.4,3.15
2015-04-04,浙江,6.52,18.6,3.48
2015-04-04,海南,6.98,3.63,3.13
2015-04-04,湖北,6.31,9.43,3.66
2015-04-04,湖南,6.67,11.09,3.5
2015-04-04,福建,7.21,4.52,3.13
2015-04-04,贵州,7.31,2.54,4.4
2015-04-04,重庆,7.36,3.37,4.3
2015-04-05,云南,6.74,3.35,4.22
2015-04-05,四川,7.46,7.78,4.82
2015-04-05,安徽,5.84,12.89,3.63
2015-04-05,山东,5.94,2.93,4.21
2015-04-05,广东,7.05,59.06,3.34
2015-04-05,广西,7.09,12.71,3.9
2015-04-05,江苏,6.01,15.32,3.71
2015-04-05,江西,7.06,6.35,3.2
2015-04-05,浙江,6.4,14.7,3.5
2015-04-05,海南,7.09,3.17,2.94
2015-04-05,湖北,6.52,10.42,3.59
2015-04-05,湖南,6.42,8.93,3.69
2015-04-05,福建,7.13,2.89,3.22
2015-04-05,贵州,6.87,3.21,4.35
2015-04-05,重庆,7.31,2.02,4.45
2015-04-06,云南,6.86,2.84,4.24
2015-04-06,四川,7.39,9.13,4.76
2015-04-06,安徽,6,10.4,3.49
2015-04-06,山东,5.59,2.08,4.42
2015-04-06,广东,6.89,65.09,3.35
2015-04-06,广西,7.31,19.33,3.86
2015-04-06,江苏,6.11,12.71,3.63
2015-04-06,江西,7.06,8.72,3.17
2015-04-06,浙江,6.24,9.92,3.52
2015-04-06,海南,6.8,1.94,3.19
2015-04-06,湖北,6.41,11.78,3.67
2015-04-06,湖南,6.68,11.45,3.65
2015-04-06,福建,7.02,3.06,3.13
2015-04-06,贵州,7.17,1.33,4.54
2015-04-06,重庆,7.41,3.04,4.47
2015-04-07,云南,7.07,2.04,4.2
2015-04-07,四川,7.26,6.79,4.81
2015-04-07,安徽,5.73,10.04,3.69
2015-04-07,山东,5.98,3.21,4
2015-04-07,广东,6.9,71.04,3.41
2015-04-07,广西,7.23,22.81,3.86
2015-04-07,江苏,6.01,16.05,3.64
2015-04-07,江西,6.92,4.54,3.23
2015-04-07,浙江,6.15,8.77,3.49
2015-04-07,海南,6.68,2.88,3.35
2015-04-07,湖北,6.39,10.47,3.78
2015-04-07,湖南,6.52,9.1,3.61
2015-04-07,福建,7.34,3.13,3.15
2015-04-07,贵州,7.09,2.68,4.45
2015-04-07,重庆,7.23,2.29,4.46
2015-04-08,云南,6.78,2.39,4.29
2015-04-08,四川,7.21,7.21,4.73
2015-04-08,安徽,5.93,8.51,3.58
2015-04-08,山东,5.54,2.54,4.27
2015-04-08,广东,6.72,66.39,3.43
2015-04-08,广西,7.17,17.71,3.84
2015-04-08,江苏,5.92,14.01,3.61
2015-04-08,江西,6.76,5.01,3.29
2015-04-08,浙江,6.03,11.5,3.51
2015-04-08,海南,6.73,3.78,3.34
2015-04-08,湖北,6.27,7.75,3.78
2015-04-08,湖南,6.62,6.94,3.54
2015-04-08,福建,7.04,2.55,3.26
2015-04-08,贵州,6.8,2.25,4.58
2015-04-08,重庆,7.18,2.86,4.38
2015-04-09,云南,6.31,2.2,4.32
2015-04-09,四川,7.37,6.84,4.9
2015-04-09,安徽,5.8,10.67,3.45
2015-04-09,山东,5.53,3.42,4.04
2015-04-09,广东,6.8,56.39,3.41
2015-04-09,广西,6.96,19.56,3.84
2015-04-09,江苏,5.81,14.76,3.67
2015-04-09,江西,6.58,7.98,3.28
2015-04-09,浙江,6.07,13.93,3.5
2015-04-09,海南,6.69,3.73,3.28
2015-04-09,湖北,6.41,8.38,3.67
2015-04-09,湖南,6.69,5.6,3.56
2015-04-09,福建,6.85,2.99,3.27
2015-04-09,贵州,6.9,1.69,4.52
2015-04-09,重庆,7.16,2.84,4.58
2015-04-10,云南,6.14,1.97,4.64
2015-04-10,四川,7.18,7.69,4.8
2015-04-10,安徽,5.89,9.33,3.59
2015-04-10,山东,5.51,3.25,4.25
2015-04-10,广东,7.16,58.06,3.39
2015-04-10,广西,7.2,17.48,3.88
2015-04-10,江苏,5.8,13.92,3.66
2015-04-10,江西,6.49,5.87,3.3
2015-04-10,浙江,6.09,15.09,3.47
2015-04-10,海南,6.84,5.25,3.25
2015-04-10,湖北,6.42,6.91,3.63
2015-04-10,湖南,6.68,8.73,3.64
2015-04-10,福建,6.94,4.48,3.27
2015-04-10,贵州,7.22,1.8,4.31
2015-04-10,重庆,6.96,3.54,4.55
2015-04-11,云南,6.52,4.39,4.32
2015-04-11,四川,7.39,6.19,4.76
2015-04-11,安徽,5.8,12.6,3.61
2015-04-11,山东,5.32,3.43,4.22
2015-04-11,广东,7.38,64,3.39
2015-04-11,广西,7.2,17.42,3.88
2015-04-11,江苏,5.81,19.82,3.61
2015-04-11,江西,6.78,6.85,3.33
2015-04-11,浙江,6.18,15.44,3.5
2015-04-11,海南,6.77,5.7,3.2
2015-04-11,湖北,6.38,11.9,3.71
2015-04-11,湖南,6.88,10.31,3.58
2015-04-11,福建,6.87,3.5,3.3
2015-04-11,贵州,6.71,3.28,4.54
2015-04-11,重庆,7.11,2.89,4.42
2015-04-12,云南,6.21,2.86,4.56
2015-04-12,四川,7.36,9.2,4.86
2015-04-12,安徽,5.82,11.36,3.51
2015-04-12,山东,5.49,2.92,4.07
2015-04-12,广东,7.09,58.08,3.46
2015-04-12,广西,7.28,16.16,3.82
2015-04-12,江苏,5.64,15.41,3.74
2015-04-12,江西,7.11,7.03,3.23
2015-04-12,浙江,6.17,13.48,3.47
2015-04-12,海南,6.83,3.62,3.32
2015-04-12,湖北,6.48,6.9,3.62
2015-04-12,湖南,6.64,7.93,3.66
2015-04-12,福建,6.72,4.5,3.32
2015-04-12,贵州,7.05,1.65,4.42
2015-04-12,重庆,6.99,2.7,4.33
2015-04-13,云南,6.5,2.87,4.34
2015-04-13,四川,7.27,6.48,4.96
2015-04-13,安徽,5.82,10.57,3.46
2015-04-13,山东,5.5,3.5,4.23
2015-04-13,广东,7.28,64.08,3.45
2015-04-13,广西,7.54,19.28,3.91
2015-04-13,江苏,5.61,12.61,3.76
2015-04-13,江西,7.15,7.43,3.25
2015-04-13,浙江,6.08,12.89,3.49
2015-04-13,海南,6.92,6.79,3.38
2015-04-13,湖北,6.47,12.04,3.67
2015-04-13,湖南,6.91,9.34,3.56
2015-04-13,福建,7.15,6.38,3.35
2015-04-13,贵州,6.53,1.55,4.56
2015-04-13,重庆,6.89,3.03,4.34
2015-04-14,云南,6.27,2.86,4.62
2015-04-14,四川,7.01,7.39,4.74
2015-04-14,安徽,5.58,9.87,3.67
2015-04-14,山东,5.47,2.8,4.2
2015-04-14,广东,7.26,50.95,3.45
2015-04-14,广西,7.53,15.93,3.99
2015-04-14,江苏,5.6,16.56,3.78
2015-04-14,江西,7.1,5.96,3.16
2015-04-14,浙江,5.93,14.48,3.56
2015-04-14,海南,6.92,5.87,3.28
2015-04-14,湖北,6.26,8.72,3.75
2015-04-14,湖南,6.65,11.31,3.6
2015-04-14,福建,7.14,5.92,3.29
2015-04-14,贵州,6.38,3.3,4.44
2015-04-14,重庆,7.2,2.5,4.45
2015-04-15,云南,5.91,2.03,4.51
2015-04-15,四川,7.07,5.25,4.92
2015-04-15,安徽,5.53,10.44,3.6
2015-04-15,山东,5.72,3.91,3.99
2015-04-15,广东,7.18,61.5,3.48
2015-04-15,广西,7.46,16.83,3.93
2015-04-15,江苏,5.68,12.75,3.75
2015-04-15,江西,7.14,6.4,3.18
2015-04-15,浙江,6.09,19.26,3.48
2015-04-15,海南,6.99,7.13,3.13
2015-04-15,湖北,6.29,9.88,3.72
2015-04-15,湖南,6.51,10.49,3.67
2015-04-15,福建,7.63,4.23,3.16
2015-04-15,贵州,6.08,0.87,5.02
2015-04-15,重庆,7.2,1.58,4.5
2015-04-16,云南,6.63,3.2,4.37
2015-04-16,四川,6.91,8.24,5.01
2015-04-16,安徽,5.33,11.56,3.6
2015-04-16,山东,5.25,1.17,4.33
2015-04-16,广东,7.26,65.08,3.47
2015-04-16,广西,7.41,22.07,4
2015-04-16,江苏,5.67,17.04,3.64
2015-04-16,江西,7.41,4.76,3.2
2015-04-16,浙江,5.89,18.08,3.53
2015-04-16,海南,7.07,6.18,3.12
2015-04-16,湖北,5.96,10.06,3.76
2015-04-16,湖南,6.35,7.39,3.72
2015-04-16,福建,7.59,4.17,3.28
2015-04-16,贵州,6.37,1.9,4.29
2015-04-16,重庆,7.01,2.6,4.35
2015-04-17,云南,6.07,4.7,4.41
2015-04-17,四川,6.86,7.19,4.93
2015-04-17,安徽,5.63,12.56,3.58
2015-04-17,山东,5.59,3.78,3.95
2015-04-17,广东,7.14,82.87,3.44
2015-04-17,广西,7.12,16.68,3.94
2015-04-17,江苏,5.61,20.48,3.68
2015-04-17,江西,7.02,6.75,3.22
2015-04-17,浙江,5.72,17.03,3.63
2015-04-17,海南,7.19,5.21,3.21
2015-04-17,湖北,5.88,11.28,3.74
2015-04-17,湖南,6.81,5.07,3.63
2015-04-17,福建,7.59,4.38,3.24
2015-04-17,贵州,6.14,2.54,4.5
2015-04-17,重庆,6.95,3.16,4.54
2015-04-18,云南,6.54,3.75,4.21
2015-04-18,四川,6.94,8.26,4.91
2015-04-18,安徽,5.5,7.25,3.56
2015-04-18,山东,5.32,2.07,4.15
2015-04-18,广东,7.13,83.91,3.43
2015-04-18,广西,6.97,19.91,3.9
2015-04-18,江苏,5.47,21.18,3.76
2015-04-18,江西,6.78,5.57,3.22
2015-04-18,浙江,5.71,16.21,3.59
2015-04-18,海南,7.09,3.39,3.24
2015-04-18,湖北,6,8.98,3.93
2015-04-18,湖南,6.41,6.47,3.62
2015-04-18,福建,7.4,5.57,3.35
2015-04-18,贵州,6.03,3.17,4.14
2015-04-18,重庆,6.62,2.42,4.42
2015-04-19,云南,6.49,3.56,4.28
2015-04-19,四川,6.89,6.31,4.78
2015-04-19,安徽,5.59,8.77,3.36
2015-04-19,山东,5.12,3.1,4.11
2015-04-19,广东,7.14,69.46,3.37
2015-04-19,广西,6.95,25.91,3.98
2015-04-19,江苏,5.42,17.15,3.75
2015-04-19,江西,6.91,5.64,3.24
2015-04-19,浙江,5.81,17.84,3.49
2015-04-19,海南,7.24,4.31,3.17
2015-04-19,湖北,5.55,10.82,3.78
2015-04-19,湖南,6.27,9.94,3.61
2015-04-19,福建,7.65,3.65,3.21
2015-04-19,贵州,6.33,2.28,4.32
2015-04-19,重庆,6.56,2.46,4.69
2015-04-20,云南,5.73,3.6,4.5
2015-04-20,四川,6.82,9.2,4.9
2015-04-20,安徽,5.48,9.45,3.52
2015-04-20,山东,5.21,3.34,4.24
2015-04-20,广东,7.39,74.39,3.34
2015-04-20,广西,7.07,22.07,3.9
2015-04-20,江苏,5.31,18.27,3.7
2015-04-20,江西,6.46,6.78,3.34
2015-04-20,浙江,5.77,13.05,3.45
2015-04-20,海南,7.16,3.92,3.09
2015-04-20,湖北,5.93,11.33,3.71
2015-04-20,湖南,6.39,11.21,3.56
2015-04-20,福建,7.39,4.81,3.16
2015-04-20,贵州,6.85,1.57,4.31
2015-04-20,重庆,6.57,3.49,4.44
2015-04-21,云南,5.65,3.5,4.57
2015-04-21,四川,6.82,6.99,4.94
2015-04-21,安徽,5.33,10.91,3.49
2015-04-21,山东,5.24,3.56,4.18
2015-04-21,广东,7.32,69.19,3.39
2015-04-21,广西,7.15,17.54,3.96
2015-04-21,江苏,5.51,21.5,3.58
2015-04-21,江西,6.98,6.34,3.17
2015-04-21,浙江,5.76,13.28,3.6
2015-04-21,海南,6.89,4.69,3.07
2015-04-21,湖北,5.76,12.14,3.76
2015-04-21,湖南,6.49,10.15,3.55
2015-04-21,福建,7.17,3.99,3.29
2015-04-21,贵州,6.67,1.96,4.48
2015-04-21,重庆,6.71,2.83,4.7
2015-04-22,云南,5.71,4.72,4.56
2015-04-22,四川,6.5,7.19,4.9
2015-04-22,安徽,5.22,13.65,3.51
2015-04-22,山东,4.94,2.32,4.23
2015-04-22,广东,7.37,62.83,3.36
2015-04-22,广西,7.02,24.16,3.97
2015-04-22,江苏,5.39,19.09,3.66
2015-04-22,江西,6.97,7.05,3.28
2015-04-22,浙江,5.82,19.55,3.51
2015-04-22,海南,7.15,3.79,3.11
2015-04-22,湖北,5.62,9.04,3.72
2015-04-22,湖南,6.41,10.66,3.65
2015-04-22,福建,6.95,4.79,3.21
2015-04-22,贵州,5.92,1.52,4.4
2015-04-22,重庆,6.45,3.07,4.67
2015-04-23,云南,5.48,4.27,4.6
2015-04-23,四川,6.51,7.91,4.94
2015-04-23,安徽,5.2,12.38,3.63
2015-04-23,山东,5.32,4.01,3.94
2015-04-23,广东,7.42,62.55,3.37
2015-04-23,广西,7.17,22.02,3.94
2015-04-23,江苏,5.38,20.11,3.6
2015-04-23,江西,6.88,5.48,3.25
2015-04-23,浙江,5.7,18,3.56
2015-04-23,海南,7.45,4.2,3.07
2015-04-23,湖北,5.72,15.26,3.78
2015-04-23,湖南,6.23,9.5,3.73
2015-04-23,福建,7.16,4.58,3.29
2015-04-23,贵州,6.02,2.68,4.44
2015-04-23,重庆,6.63,2.93,4.53
2015-04-24,云南,5.72,3.39,4.36
2015-04-24,四川,6.56,9.15,4.87
2015-04-24,安徽,5.39,12.89,3.48
2015-04-24,山东,5.17,1.92,4.24
2015-04-24,广东,7.51,69.45,3.35
2015-04-24,广西,7.21,22.24,4
2015-04-24,江苏,5.17,24.24,3.71
2015-04-24,江西,7.03,6.52,3.27
2015-04-24,浙江,5.68,18.68,3.51
2015-04-24,海南,7.23,5.13,3.23
2015-04-24,湖北,5.45,11.38,3.69
2015-04-24,湖南,6.55,9.47,3.53
2015-04-24,福建,7.47,4.09,3.26
2015-04-24,贵州,6.18,2.79,4.4
2015-04-24,重庆,6.42,2.66,4.6
2015-04-25,云南,5.45,4.03,4.64
2015-04-25,四川,6.5,9.94,4.97
2015-04-25,安徽,5.3,8.9,3.56
2015-04-25,山东,5.07,3.5,4.06
2015-04-25,广东,7.34,70.92,3.41
2015-04-25,广西,7.24,22.73,3.94
2015-04-25,江苏,5.45,19.26,3.56
2015-04-25,江西,7.04,5.44,3.26
2015-04-25,浙江,5.58,18.76,3.58
2015-04-25,海南,7.42,4.09,3.23
2015-04-25,湖北,5.73,13.35,3.61
2015-04-25,湖南,6.4,10.38,3.67
2015-04-25,福建,7.43,4.65,3.2
2015-04-25,贵州,6.23,2.65,4.35
2015-04-25,重庆,6.38,2.83,4.56
2015-04-26,云南,5.29,5.41,4.4
2015-04-26,四川,6.41,11.45,5.01
2015-04-26,安徽,5.53,10.23,3.41
2015-04-26,山东,4.89,3.05,3.85
2015-04-26,广东,7.28,75.3,3.36
2015-04-26,广西,7.22,21.51,3.93
2015-04-26,江苏,5.51,19.3,3.56
2015-04-26,江西,6.32,6.82,3.25
2015-04-26,浙江,5.62,19.54,3.6
2015-04-26,海南,7.28,3.31,3.23
2015-04-26,湖北,5.97,8.66,3.71
2015-04-26,湖南,6.53,10.81,3.63
2015-04-26,福建,7.28,3.52,3.14
2015-04-26,贵州,6.14,1.64,4.17
2015-04-26,重庆,6.4,3.45,4.61
2015-04-27,云南,5.6,3.32,4.88
2015-04-27,四川,6.55,9.05,5.07
2015-04-27,安徽,5.47,10.78,3.51
2015-04-27,山东,5.21,3.53,3.93
2015-04-27,广东,7.27,80.28,3.39
2015-04-27,广西,7.11,24,3.94
2015-04-27,江苏,5.25,13.58,3.78
2015-04-27,江西,6.86,7.55,3.26
2015-04-27,浙江,5.67,18.95,3.53
2015-04-27,海南,7.47,4.22,3.25
2015-04-27,湖北,5.91,12.4,3.69
2015-04-27,湖南,6.5,12.51,3.51
2015-04-27,福建,7.34,4.84,3.1
2015-04-27,贵州,6.1,2.33,3.89
2015-04-27,重庆,6.43,3.42,4.69
2015-04-28,云南,6.07,2.75,4.38
2015-04-28,四川,6.58,9.4,4.92
2015-04-28,安徽,5.66,9.98,3.31
2015-04-28,山东,4.9,2.5,4.14
2015-04-28,广东,7.03,75.21,3.4
2015-04-28,广西,6.95,21.03,3.98
2015-04-28,江苏,5.23,16.81,3.7
2015-04-28,江西,6.77,7.02,3.23
2015-04-28,浙江,5.51,16.5,3.61
2015-04-28,海南,7.73,3.28,3.49
2015-04-28,湖北,5.64,7.7,3.62
2015-04-28,湖南,6.57,9.75,3.62
2015-04-28,福建,7.15,5.15,3.14
2015-04-28,贵州,6.25,1.55,4.2
2015-04-28,重庆,6.35,3.62,4.54
2015-04-29,云南,5.89,2.87,4.58
2015-04-29,四川,6.44,8.72,4.82
2015-04-29,安徽,5.49,11.47,3.32
2015-04-29,山东,4.87,3.04,4.23
2015-04-29,广东,7.03,78.9,3.4
2015-04-29,广西,6.99,24.84,3.97
2015-04-29,江苏,5.35,24.04,3.63
2015-04-29,江西,6.48,5.64,3.3
2015-04-29,浙江,5.63,20.65,3.49
2015-04-29,海南,7.44,3.52,3.28
2015-04-29,湖北,5.82,15.65,3.57
2015-04-29,湖南,6.51,8.93,3.59
2015-04-29,福建,6.87,5.55,3.18
2015-04-29,贵州,6.41,2.51,4.19
2015-04-29,重庆,6.47,3.92,4.63
2015-04-30,云南,5.85,3.48,4.22
2015-04-30,四川,6.68,10.32,4.93
2015-04-30,安徽,5.41,13.47,3.49
2015-04-30,山东,4.73,5.27,4.01
2015-04-30,广东,7.34,96.5,3.31
2015-04-30,广西,7.24,25.56,3.99
2015-04-30,江苏,5.27,31.75,3.68
2015-04-30,江西,6.55,8.33,3.3
2015-04-30,浙江,5.64,24.95,3.46
2015-04-30,海南,6.87,3.84,3.2
2015-04-30,湖北,5.25,17.66,3.65
2015-04-30,湖南,6.53,10.82,3.48
2015-04-30,福建,6.59,8.49,3.2
2015-04-30,贵州,6.31,1.98,4.39
2015-04-30,重庆,6.26,4.29,4.58
2015-05-01,云南,5.99,3.56,4.32
2015-05-01,四川,6.42,9.8,4.85
2015-05-01,安徽,5.43,13.48,3.38
2015-05-01,山东,4.77,4.86,3.9
2015-05-01,广东,7.5,92.98,3.29
2015-05-01,广西,7.07,24.64,3.92
2015-05-01,江苏,5.43,24.77,3.63
2015-05-01,江西,6.37,8.09,3.26
2015-05-01,浙江,5.73,20.52,3.46
2015-05-01,海南,7.46,4.98,3.23
2015-05-01,湖北,5.24,16.57,3.63
2015-05-01,湖南,6.02,9.96,3.5
2015-05-01,福建,7,8.15,3.12
2015-05-01,贵州,6.31,2.66,3.24
2015-05-01,重庆,6.34,4.55,4.66
2015-05-02,云南,5.89,4.63,4.56
2015-05-02,四川,6.73,10.13,4.93
2015-05-02,安徽,5.33,11.11,3.39
2015-05-02,山东,4.79,2.69,4.22
2015-05-02,广东,7.39,79.89,3.28
2015-05-02,广西,7.14,22.2,3.88
2015-05-02,江苏,5.46,16.92,3.67
2015-05-02,江西,6.59,7.83,3.25
2015-05-02,浙江,5.6,15.85,3.51
2015-05-02,海南,7.51,4.89,3.21
2015-05-02,湖北,5.15,14.28,3.48
2015-05-02,湖南,6.39,11.55,3.5
2015-05-02,福建,6.98,4.7,3.18
2015-05-02,贵州,5.99,1.68,4.73
2015-05-02,重庆,6.42,4.3,4.71
2015-05-03,云南,6.2,4.44,4.25
2015-05-03,四川,6.65,8.73,4.98
2015-05-03,安徽,5.25,11.63,3.52
2015-05-03,山东,4.73,3.72,4.2
2015-05-03,广东,7.46,70.88,3.26
2015-05-03,广西,7.25,21.92,3.92
2015-05-03,江苏,5.32,12.17,3.75
2015-05-03,江西,6.93,7.82,3.1
2015-05-03,浙江,5.75,15.33,3.47
2015-05-03,海南,7.19,4.63,3.26
2015-05-03,湖北,5.54,14.65,3.61
2015-05-03,湖南,6.27,13.52,3.54
2015-05-03,福建,7.57,6.53,3.16
2015-05-03,贵州,6.52,1.48,4.88
2015-05-03,重庆,6.49,3.63,4.62
2015-05-04,云南,6.28,3.46,4.59
2015-05-04,四川,6.4,6.32,4.83
2015-05-04,安徽,5.39,11.04,3.68
2015-05-04,山东,4.67,3.31,3.94
2015-05-04,广东,7.44,60.41,3.28
2015-05-04,广西,7.12,21.39,3.96
2015-05-04,江苏,5.61,11.91,3.52
2015-05-04,江西,7.08,6.81,3.03
2015-05-04,浙江,5.87,11.52,3.45
2015-05-04,海南,7.32,4.69,3.22
2015-05-04,湖北,5.87,9.5,3.49
2015-05-04,湖南,6.33,10.2,3.52
2015-05-04,福建,7.38,4.19,3
2015-05-04,贵州,6.32,2.88,4.35
2015-05-04,重庆,6.34,2.3,4.62
2015-05-05,云南,6.25,3.3,4.29
2015-05-05,四川,6.6,5.4,4.82
2015-05-05,安徽,5.11,8.42,3.5
2015-05-05,山东,4.96,2.46,3.99
2015-05-05,广东,7.47,55.94,3.3
2015-05-05,广西,7.44,18.18,3.84
2015-05-05,江苏,5.58,14.95,3.62
2015-05-05,江西,7.02,6.52,3.04
2015-05-05,浙江,5.77,14.08,3.48
2015-05-05,海南,6.86,4.14,3.41
2015-05-05,湖北,5.52,9.29,3.56
2015-05-05,湖南,6.15,9.17,3.65
2015-05-05,福建,6.9,3.41,3.21
2015-05-05,贵州,6.09,3.1,4.32
2015-05-05,重庆,6.48,2.65,4.52
2015-05-06,云南,6.4,2.39,4.06
2015-05-06,四川,6.48,7.54,4.92
2015-05-06,安徽,5.11,7.8,3.69
2015-05-06,山东,4.41,2.86,4.22
2015-05-06,广东,7.48,59.89,3.31
2015-05-06,广西,7.13,19.94,3.86
2015-05-06,江苏,5.6,14.14,3.65
2015-05-06,江西,7.34,3.81,2.99
2015-05-06,浙江,5.68,13.08,3.48
2015-05-06,海南,7.33,4.23,3.37
2015-05-06,湖北,5.75,10.51,3.55
2015-05-06,湖南,6.47,10.3,3.49
2015-05-06,福建,6.68,3.42,3.31
2015-05-06,贵州,5.85,1.65,4.49
2015-05-06,重庆,6.33,2.62,4.54
2015-05-07,云南,6.15,2.1,4.2
2015-05-07,四川,6.43,8.11,4.87
2015-05-07,安徽,5.24,7.48,3.64
2015-05-07,山东,4.84,4.91,4.04
2015-05-07,广东,7.31,59.88,3.34
2015-05-07,广西,7.14,18.69,3.86
2015-05-07,江苏,5.48,13.43,3.65
2015-05-07,江西,7.49,3.73,3.05
2015-05-07,浙江,5.69,13.54,3.49
2015-05-07,海南,6.88,3.25,3.3
2015-05-07,湖北,5.75,12.1,3.58
2015-05-07,湖南,6.37,9.33,3.54
2015-05-07,福建,6.89,4.09,3.27
2015-05-07,贵州,5.9,0.93,4.66
2015-05-07,重庆,6.3,2.97,4.49
2015-05-08,云南,6.08,3.09,4.08
2015-05-08,四川,6.36,7.56,4.8
2015-05-08,安徽,5.37,9.52,3.54
2015-05-08,山东,4.94,2.13,4.04
2015-05-08,广东,7.3,71.54,3.29
2015-05-08,广西,7.07,20.59,3.83
2015-05-08,江苏,5.5,19.06,3.6
2015-05-08,江西,6.75,6.03,3.1
2015-05-08,浙江,5.71,14.51,3.51
2015-05-08,海南,6.91,5.83,3.15
2015-05-08,湖北,5.58,13.23,3.53
2015-05-08,湖南,6.46,7.38,3.46
2015-05-08,福建,6.64,4.48,3.46
2015-05-08,贵州,6.08,1.93,4.62
2015-05-08,重庆,6.12,2.74,4.68
2015-05-09,云南,6.41,3.99,4.06
2015-05-09,四川,6.35,9.33,4.82
2015-05-09,安徽,5.36,9.51,3.56
2015-05-09,山东,4.87,3.45,4.2
2015-05-09,广东,7.34,84.6,3.28
2015-05-09,广西,7.13,20.57,3.8
2015-05-09,江苏,5.53,20.36,3.59
2015-05-09,江西,6.56,4.35,3.14
2015-05-09,浙江,5.85,15.5,3.47
2015-05-09,海南,7.33,3.48,3.23
2015-05-09,湖北,5.36,12.25,3.53
2015-05-09,湖南,6.3,7.2,3.43
2015-05-09,福建,6.54,4.79,3.25
2015-05-09,贵州,6.1,2.48,4.52
2015-05-09,重庆,5.98,2.79,4.64
2015-05-10,云南,6.06,3.42,4.13
2015-05-10,四川,6.14,9.54,4.82
2015-05-10,安徽,5.13,12.17,3.69
2015-05-10,山东,4.86,3.04,4.25
2015-05-10,广东,7.39,79.95,3.29
